catalognumber	CP	P	day	month	ANO	state	Amb	Longitude	Latitude
22791	3.7	2	11	02	2017	SăoPaulo	Grande	-48.4102777778000	-23.4883333333000
22821	3.5	1	11	02	2017	SăoPaulo	Pequeno	-48.4235416667000	-23.4664694444000
22821	3	1	11	02	2017	SăoPaulo	Pequeno	-48.4235416667000	-23.4664694444000
22821	2.8	1	11	02	2017	SăoPaulo	Pequeno	-48.4235416667000	-23.4664694444000
22829	4.7	3	08	03	2017	SăoPaulo	Grande	-48.2195277778000	-23.3444444444000
22740	4.7	2	07	08	2017	SăoPaulo	Pequeno	-48.1619916667000	-23.3800750000000
22786	5.9	5	20	09	2017	SăoPaulo	Pequeno	-48.4202777778000	-23.4261111111000
22826	3.4	1	21	05	2018	SăoPaulo	Pequeno	-48.4235416667000	-23.4664694444000
22826	7.3	8	21	05	2018	SăoPaulo	Pequeno	-48.4235416667000	-23.4664694444000
22826	6.7	8	21	05	2018	SăoPaulo	Pequeno	-48.4235416667000	-23.4664694444000
22753	6	7	22	05	2018	SăoPaulo	Grande	-48.5759166667000	-23.4610555556000
22753	4.6	2	22	05	2018	SăoPaulo	Grande	-48.5759166667000	-23.4610555556000
22753	5.2	3	22	05	2018	SăoPaulo	Grande	-48.5759166667000	-23.4610555556000
22753	5.3	4	22	05	2018	SăoPaulo	Grande	-48.5759166667000	-23.4610555556000
22753	4.6	3	22	05	2018	SăoPaulo	Grande	-48.5759166667000	-23.4610555556000
22753	5.4	4	22	05	2018	SăoPaulo	Grande	-48.5759166667000	-23.4610555556000
22780	7.6	11	28	11	2018	SăoPaulo	Pequeno	-48.4202777778000	-23.4261111111000
22726	3.7	2	21	03	2019	SăoPaulo	Pequeno	-49.4357222222000	-20.8125555556000
22726	3.2	1	21	03	2019	SăoPaulo	Pequeno	-49.4357222222000	-20.8125555556000
22726	3.3	1	21	03	2019	SăoPaulo	Pequeno	-49.4357222222000	-20.8125555556000
